id,base_imponible,cantidad,codigo,comment,currency_code,detalle,impuesto_neto,name,numero_linea,precio_unitario,price_with_tax,price_without_tax,sub_total,tax,unidad_medida,facturas_id,impuesto_codigo_id,impuesto_tarifa_id,nota_id
3357,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3107.0,1,2,
3358,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3108.0,1,2,
3359,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3109.0,1,2,
3360,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,3110.0,8,3,
3361,33.0,1,3562108000111,,,Test,0.66,Test,1,33.0,33.66,33.0,33.0,0.66,Alc,3111.0,7,3,
3362,100.0,1,3562409000111,,,Product,2.0,Product,1,100.0,102.0,100.0,100.0,2.0,Alc,3112.0,7,3,
3363,100.0,1,3562409000111,,,Product,2.0,Product,1,100.0,102.0,100.0,100.0,2.0,Alc,3113.0,7,3,
3364,50629.0,1,2118402000111,,CRC,Product,506.29,Product,1,50629.0,51135.29,50629.0,50629.0,506.29,h,3114.0,1,2,
3365,2000.0,1,3562409000111,,,Product CRC,40.0,Product CRC,1,2000.0,2040.0,2000.0,2000.0,40.0,I,3115.0,8,3,
3366,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,3116.0,7,2,
3367,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,3117.0,1,8,
3368,0.2,1,4641004000000,,,BateriasTest,0.026,BateriasTest,1,0.2,0.23,0.2,0.2,0.03,1/m,3118.0,1,8,
3369,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,3119.0,7,2,
3370,0.27,1,4641004000000,,USD,BateriasTest,0.0351,BateriasTest,1,0.27,0.31,0.27,0.27,0.04,1/m,3120.0,1,8,
3402,33.0,2,3562108000111,,,Test,1.32,Test,1,33.0,67.32,66.0,66.0,1.32,Alc,3152.0,7,3,
3452,20.0,1,111100009900,,,Product,0.2,Product,1,20.0,20.2,20.0,20.0,0.2,Alc,3202.0,7,2,
3502,0.04,1,111100009900,,CRC,Product,0.0004,Product,1,0.04,0.04,0.04,0.04,0.0,Alc,3252.0,7,2,
3552,999.0,1,8882100000000,,,Servicios de produccion,129.87,Servicios de produccion,1,999.0,1128.87,999.0,999.0,129.87,Al,3302.0,1,8,
3602,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,3352.0,7,2,
3603,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,3353.0,1,8,
3652,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,3402.0,7,2,
3653,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,3403.0,1,8,
3654,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,,7,2,502.0
3655,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,,1,8,503.0
3656,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,,7,2,504.0
3657,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,,1,8,505.0
3658,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,,7,2,506.0
3659,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,,1,8,507.0
3660,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,,7,2,508.0
3661,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,,1,8,509.0
3662,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,,1,8,510.0
3663,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,,7,2,511.0
3664,510.0,1,135910000000,,,Test Banano,66.3,Test Banano,1,510.0,576.3,510.0,510.0,66.3,kg,,1,8,512.0
3665,1030.0,1,123400010200,,,Test Tomato,10.3,Test Tomato,1,1030.0,1040.3,1030.0,1030.0,10.3,g,,7,2,513.0
